下跌	neg	1.0
涨超	pos	1.0
增长	pos	1.0
上涨	pos	1.0
买入	pos	1.0
下调	neg	1.0
暴跌	neg	1.0
下降	neg	1.0
跌破	neg	1.0
跌幅	neg	1.0
面临	neg	1.0
跌超	neg	1.0
警告	neg	1.0
涨停	pos	1.0
袭击	neg	1.0
影响	neg	1.0
涨幅	pos	1.0
上调	pos	1.0
死亡	neg	1.0
违规	neg	1.0
发生	neg	1.0
合作	pos	1.0
风险	neg	1.0
警示	neg	1.0
立案	neg	1.0
值得	pos	1.0
大跌	neg	1.0
伊朗	neg	1.0
担忧	neg	1.0
新高	pos	1.0
造成	neg	1.0
大涨	pos	1.0
跌至	neg	1.0
预警	neg	1.0
导致	neg	1.0
引发	neg	1.0
加剧	neg	1.0
突破	pos	1.0
走低	neg	1.0
新低	neg	1.0
下滑	neg	1.0
违法	neg	1.0
推动	pos	1.0
股票	pos	1.0
涉嫌	neg	1.0
签署	pos	1.0
我国	pos	1.0
飙升	pos	1.0
收涨	pos	1.0
有望	pos	1.0
罚款	neg	1.0
创新	pos	1.0
日元	neg	1.0
提升	pos	1.0
发展	pos	1.0
放缓	neg	1.0
处罚	neg	1.0
华夏	pos	1.0
第一	pos	1.0
拖累	neg	1.0
跌停	neg	1.0
裁员	neg	1.0
拉升	pos	1.0
科创	pos	1.0
同比	pos	1.0
地震	neg	1.0
低点	neg	1.0
压力	neg	1.0
严重	neg	1.0
威胁	neg	1.0
板块	pos	1.0
损失	neg	1.0
强势	pos	1.0
遭遇	neg	1.0
鹏华	pos	1.0
成交额	pos	1.0
梯队	pos	1.0
调查	neg	1.0
强劲	pos	1.0
加速	pos	1.0
失守	neg	1.0
亏损	neg	1.0
成功	pos	1.0
下挫	neg	1.0
走弱	neg	1.0
受伤	neg	1.0
低于	neg	1.0
信披	neg	1.0
净流入	pos	1.0
罚单	neg	1.0
实现	pos	1.0
问题	neg	1.0
以色列	neg	1.0
油价	neg	1.0
波动	neg	1.0
重挫	neg	1.0
万亿元	pos	1.0
亿元	pos	1.0
俄罗斯	neg	1.0
富途	neg	1.0
回落	neg	1.0
易方达	pos	1.0
涨近	pos	1.0
美国	neg	1.0
加强	pos	1.0
产业	pos	1.0
现在	pos	1.0
减少	neg	1.0
因涉嫌	neg	1.0
可能	neg	1.0
已致	neg	1.0
降至	neg	1.0
陷入	neg	1.0
暴雨	neg	1.0
规模	pos	1.0
深化	pos	1.0
战争	neg	1.0
附近	neg	1.0
走高	pos	1.0
发出	neg	1.0
升至	pos	1.0
中东	neg	1.0
出现	neg	1.0
乌克兰	neg	1.0
盘中	pos	1.0
局势	neg	1.0
发动	neg	1.0
连涨	pos	1.0
披露	neg	1.0
推进	pos	1.0
机器人	pos	1.0
一名	neg	1.0
加快	pos	1.0
半导体	pos	1.0
建设	pos	1.0
疲软	neg	1.0
服务	pos	1.0
达成	pos	1.0
表现	pos	1.0
暴涨	pos	1.0
看好	pos	1.0
低位	neg	1.0
事件	neg	1.0
证监会	neg	1.0
美元	neg	1.0
通胀	neg	1.0
获得	pos	1.0
商务部	pos	1.0
成为	pos	1.0
合同	pos	1.0
设备	pos	1.0
证监局	neg	1.0
危机	neg	1.0
协议	pos	1.0
涨跌	neg	1.0
消费	pos	1.0
事故	neg	1.0
资金	pos	1.0
通报	neg	1.0
空袭	neg	1.0
超越	pos	1.0
南部	neg	1.0
概念	pos	1.0
此时	pos	1.0
高开	pos	1.0
取得	pos	1.0
增持	pos	1.0
之一	pos	1.0
多单	neg	1.0
布局	pos	1.0
恐慌	neg	1.0
紧张	neg	1.0
低开	neg	1.0
信息	neg	1.0
起诉	neg	1.0
领涨	pos	1.0
增强	pos	1.0
指涨	pos	1.0
外贸	pos	1.0
拓展	pos	1.0
算力	pos	1.0
放量	pos	1.0
严厉	neg	1.0
短缺	neg	1.0
翻倍	pos	1.0
警方	neg	1.0
无人机	neg	1.0
美军	neg	1.0
领域	pos	1.0
战略	pos	1.0
上半年	pos	1.0
科技	pos	1.0
优化	pos	1.0
打击	neg	1.0
国产	pos	1.0
融资	pos	1.0
凭借	pos	1.0
遭袭	neg	1.0
存在	neg	1.0
降幅	neg	1.0
清算	neg	1.0
积极	pos	1.0
索赔	neg	1.0
十五	pos	1.0
感到	neg	1.0
产业链	pos	1.0
老虎	neg	1.0
活跃	pos	1.0
最佳	pos	1.0
强度	neg	1.0
退市	neg	1.0
推出	pos	1.0
违反	neg	1.0
降息	neg	1.0
净利润	pos	1.0
无法	neg	1.0
增至	pos	1.0
智能	pos	1.0
美联储	neg	1.0
提振	pos	1.0
南向	pos	1.0
支持	pos	1.0
失去	neg	1.0
内幕	neg	1.0
南方	pos	1.0
困境	neg	1.0
遇难	neg	1.0
富国	pos	1.0
承压	neg	1.0
黄色	neg	1.0
降温	neg	1.0
员工	neg	1.0
助力	pos	1.0
驱动	pos	1.0
不足	neg	1.0
汇率	neg	1.0
成长	pos	1.0
主流	neg	1.0
担心	neg	1.0
高质量	pos	1.0
最高	pos	1.0
人工智能	pos	1.0
收到	neg	1.0
爆炸	neg	1.0
股民	neg	1.0
新增	pos	1.0
受损	neg	1.0
火灾	neg	1.0
涨价	pos	1.0
抗议	neg	1.0
冲突	neg	1.0
跌近	neg	1.0
提速	pos	1.0
下行	neg	1.0
优于	pos	1.0
地区	neg	1.0
工业	pos	1.0
投资	pos	1.0
一架	neg	1.0
谴责	neg	1.0
黎巴嫩	neg	1.0
橙色	neg	1.0
争议	neg	1.0
特朗普	neg	1.0
部分	neg	1.0
至少	neg	1.0
完善	pos	1.0
错误	neg	1.0
进出口	pos	1.0
质疑	neg	1.0
非法	neg	1.0
扩大	pos	1.0
走强	pos	1.0
虚假	neg	1.0
航班	neg	1.0
人员	neg	1.0
盎司	neg	1.0
最低点	neg	1.0
单笔	pos	1.0
随着	neg	1.0
受益	pos	1.0
是否是	pos	1.0
价值	pos	1.0
冻结	neg	1.0
停滞	neg	1.0
博时	pos	1.0
暂停	neg	1.0
热浪	neg	1.0
芯片	pos	1.0
带动	pos	1.0
通信	pos	1.0
应用	pos	1.0
利好	pos	1.0
赢得	pos	1.0
回升	pos	1.0
千米	neg	1.0
最差	neg	1.0
红色	neg	1.0
萎缩	neg	1.0
制裁	neg	1.0
通过	pos	1.0
削减	neg	1.0
金价	neg	1.0
英国	neg	1.0
干预	neg	1.0
吴清	pos	1.0
供应	neg	1.0
再创新高	pos	1.0
基辅	neg	1.0
天气	neg	1.0
优势	pos	1.0
比特	neg	1.0
失望	neg	1.0
潜力	pos	1.0
被捕	neg	1.0
构成	neg	1.0
可比	pos	1.0
增资	pos	1.0
港股	pos	1.0
保持	pos	1.0
首位	pos	1.0
标的	pos	1.0
击败	pos	1.0
控人	neg	1.0
实控	neg	1.0
订单	pos	1.0
低迷	neg	1.0
受阻	neg	1.0
强化	pos	1.0
阻碍	neg	1.0
签订	pos	1.0
推迟	neg	1.0
万亿	pos	1.0
罢工	neg	1.0
日本	neg	1.0
材料	pos	1.0
催化	pos	1.0
减弱	neg	1.0
跌势	neg	1.0
市值	pos	1.0
中断	neg	1.0
亿港元	pos	1.0
生态	pos	1.0
扩张	pos	1.0
责任人	neg	1.0
景顺	pos	1.0
增加	pos	1.0
新能源	pos	1.0
逊于	pos	1.0
削弱	neg	1.0
领先	pos	1.0
一艘	neg	1.0
攻击	neg	1.0
力争	pos	1.0
韧性	pos	1.0
危险	neg	1.0
协同	pos	1.0
医药	pos	1.0
灾害	neg	1.0
资本	pos	1.0
故障	neg	1.0
储能	pos	1.0
活力	pos	1.0
全国	pos	1.0
糟糕	neg	1.0
长鑫	pos	1.0
景气	pos	1.0
扩展	pos	1.0
平稳	pos	1.0
预增	pos	1.0
人民币	pos	1.0
船只	neg	1.0
及实	neg	1.0
阴影	neg	1.0
亿美元	pos	1.0
卫星	pos	1.0
空间	pos	1.0
行业	pos	1.0
两名	neg	1.0
得益于	pos	1.0
过剩	neg	1.0
最低	neg	1.0
上市	pos	1.0
电子	pos	1.0
出海	pos	1.0
霍尔木兹海峡	neg	1.0
洪水	neg	1.0
严峻	neg	1.0
失败	neg	1.0
难以	neg	1.0
以军	neg	1.0
不满	neg	1.0
驳回	pos	1.0
稳步	pos	1.0
收购	pos	1.0
领跌	neg	1.0
索具	neg	1.0
剧烈	neg	1.0
实施	neg	1.0
损害	neg	1.0
坠毁	neg	1.0
跻身	pos	1.0
巨力	neg	1.0
斩获	pos	1.0
燃油	neg	1.0
上线	pos	1.0
受挫	neg	1.0
改善	pos	1.0
异常	neg	1.0
警报	neg	1.0
胜利	pos	1.0
逮捕	neg	1.0
业绩	pos	1.0
告知	neg	1.0
财务	neg	1.0
加码	pos	1.0
主力	pos	1.0
培育	pos	1.0
原油	neg	1.0
滥用	neg	1.0
猛烈	neg	1.0
电池	pos	1.0
指责	neg	1.0
收紧	neg	1.0
扩容	pos	1.0
设施	neg	1.0
董事长	neg	1.0
联合国	neg	1.0
迎来	pos	1.0
贪婪	neg	1.0
增加值	pos	1.0
考验	neg	1.0
顺利	pos	1.0
风暴	neg	1.0
不安	neg	1.0
崩盘	neg	1.0
科创板	pos	1.0
加沙	neg	1.0
工人	neg	1.0
净亏损	neg	1.0
基金	pos	1.0
炒股	neg	1.0
信息技术	pos	1.0
完成	pos	1.0
上海	pos	1.0
模型	pos	1.0
菲律宾	neg	1.0
失踪	neg	1.0
当局	neg	1.0
暴露	neg	1.0
缩量	pos	1.0
高涨	pos	1.0
长桥	neg	1.0
恶化	neg	1.0
造假	neg	1.0
赋能	pos	1.0
是否	pos	1.0
遭受	neg	1.0
两人	neg	1.0
共振	pos	1.0
增幅	pos	1.0
稳健	pos	1.0
计算机行业	pos	1.0
加息	neg	1.0
动荡	neg	1.0
台风	neg	1.0
历史	pos	1.0
关闭	neg	1.0
紧张局势	neg	1.0
高增	pos	1.0
计算	pos	1.0
责令	neg	1.0
平安	pos	1.0
股息	pos	1.0
构建	pos	1.0
男子	neg	1.0
判处	neg	1.0
数据	neg	1.0
传出	neg	1.0
战事	neg	1.0
海域	neg	1.0
行为	neg	1.0
发挥	pos	1.0
账户	neg	1.0
优质	pos	1.0
股市	neg	1.0
伟达	pos	1.0
回应	neg	1.0
处于	neg	1.0
强降雨	neg	1.0
业务	pos	1.0
高温	neg	1.0
一处	neg	1.0
看涨	pos	1.0
多人	neg	1.0
致命	neg	1.0
释放	pos	1.0
禁止	neg	1.0
亮眼	pos	1.0
艰难	neg	1.0
被困	neg	1.0
腰斩	neg	1.0
裁减	neg	1.0
混乱	neg	1.0
遭到	neg	1.0
日益加剧	neg	1.0
融合	pos	1.0
持续	pos	1.0
大规模	neg	1.0
武装	neg	1.0
煤矿	neg	1.0
乐观	pos	1.0
现代化	pos	1.0
债务	neg	1.0
禁令	neg	1.0
动能	pos	1.0
进一步	pos	1.0
扰动	neg	1.0
绿色	pos	1.0
创下	pos	1.0
上升	pos	1.0
破坏	neg	1.0
起火	neg	1.0
终止	neg	1.0
降价	neg	1.0
分歧	neg	1.0
华鑫	pos	1.0
嘉实	pos	1.0
贬值	neg	1.0
河流	neg	1.0
拉响	neg	1.0
外资	pos	1.0
旨在	pos	1.0
多地	neg	1.0
波及	neg	1.0
骤降	neg	1.0
建立	pos	1.0
重创	neg	1.0
浮亏	neg	1.0
收益	pos	1.0
更好	pos	1.0
跃升	pos	1.0
促进	pos	1.0
技术	pos	1.0
加仓	pos	1.0
突发	neg	1.0
海西州	neg	1.0
广发	pos	1.0
私募	neg	1.0
企业	pos	1.0
巩固	pos	1.0
领跑	pos	1.0
关口	neg	1.0
基础设施	pos	1.0
风波	neg	1.0
打造	pos	1.0
谨慎	neg	1.0
跟踪	pos	1.0
盈利	pos	1.0
涨势	pos	1.0
万港元	neg	1.0
回暖	pos	1.0
英特尔	pos	1.0
需求	pos	1.0
同比增加	pos	1.0
汇添富	pos	1.0
反弹	pos	1.0
消费者	neg	1.0
扩产	pos	1.0
董秘	neg	1.0
携手	pos	1.0
选择	pos	1.0
良好	pos	1.0
高于	pos	1.0
入选	pos	1.0
缺乏	neg	1.0
大胜	pos	1.0
居前	pos	1.0
聚焦	pos	1.0
总额	pos	1.0
北部	neg	1.0
美伊	neg	1.0
导弹	neg	1.0
两市	pos	1.0
极端	neg	1.0
陷入僵局	neg	1.0
地质灾害	neg	1.0
延续	pos	1.0
停火协议	neg	1.0
减持	neg	1.0
拘留	neg	1.0
能力	pos	1.0
产品	pos	1.0
逾期	neg	1.0
亚马逊	pos	1.0
失衡	neg	1.0
原油价格	neg	1.0
制造	pos	1.0
转亏	neg	1.0
跳水	neg	1.0
欺诈	neg	1.0
提高	pos	1.0
评级	pos	1.0
击中	neg	1.0
新型	pos	1.0
战胜	pos	1.0
投资者	neg	1.0
蓝色	neg	1.0
库存	neg	1.0
赛道	pos	1.0
误导性	neg	1.0
里程碑	pos	1.0
依法	neg	1.0
摧毁	neg	1.0
召回	neg	1.0
试点	pos	1.0
链条	pos	1.0
午后	pos	1.0
同意	pos	1.0
停运	neg	1.0
改正	neg	1.0
儿童	neg	1.0
气象	neg	1.0
内控	neg	1.0
概念股	pos	1.0
人形	pos	1.0
归母	pos	1.0
证券	pos	1.0
缺席	neg	1.0
电科	neg	1.0
首都	neg	1.0
缩减	neg	1.0
务实	pos	1.0
抨击	neg	1.0
地缘	neg	1.0
戴尔	pos	1.0
遇袭	neg	1.0
给予	pos	1.0
预计	pos	1.0
油轮	neg	1.0
大增	pos	1.0
点评	pos	1.0
吸金	pos	1.0
华宝	pos	1.0
电力	pos	1.0
合作伙伴	pos	1.0
体系	pos	1.0
柏瑞	pos	1.0
陷入困境	neg	1.0
作用	pos	1.0
令人	neg	1.0
营收	pos	1.0
无缘	neg	1.0
强国	pos	1.0
存储芯片	pos	1.0
抛售	neg	1.0
吸引	pos	1.0
一季度	pos	1.0
多名	neg	1.0
电子行业	pos	1.0
以上	pos	1.0
有序	pos	1.0
监管	neg	1.0
发现	neg	1.0
流出	pos	1.0
不及	neg	1.0
警惕	neg	1.0
中证	pos	1.0
肆虐	neg	1.0
原副	neg	1.0
普跌	neg	1.0
转型	pos	1.0
政治	neg	1.0
正式	pos	1.0
注入	pos	1.0
绿电	pos	1.0
一步	pos	1.0
民众	neg	1.0
持续增长	pos	1.0
未达	neg	1.0
产供	neg	1.0
过度	neg	1.0
缺陷	neg	1.0
基础	pos	1.0
官员	neg	1.0
三名	neg	1.0
指控	neg	1.0
怀疑	neg	1.0
操纵	neg	1.0
强对流	neg	1.0
飙涨	pos	1.0
消费市场	pos	1.0
签下	pos	1.0
核电站	neg	1.0
不明	neg	1.0
水利部	neg	1.0
重要	pos	1.0
连阳	pos	1.0
抢眼	pos	1.0
脆弱	neg	1.0
转跌	neg	1.0
系列赛	pos	1.0
攀升	pos	1.0
现货	neg	1.0
扩建	pos	1.0
失误	neg	1.0
向上	pos	1.0
未能	neg	1.0
移民	neg	1.0
有色	pos	1.0
再创	pos	1.0
礼来	pos	1.0
广西	neg	1.0
保障	pos	1.0
价齐升	pos	1.0
部门	pos	1.0
周报	pos	1.0
困局	neg	1.0
提质	pos	1.0
直升机	neg	1.0
未来	pos	1.0
焦虑	neg	1.0
极度	neg	1.0
一场	neg	1.0
开启	pos	1.0
瓦斯	neg	1.0
危及	neg	1.0
承认	neg	1.0
场景	pos	1.0
山西	neg	1.0
飞机	neg	1.0
蔓延	neg	1.0
月末	pos	1.0
覆盖	pos	1.0
太空	pos	1.0
加密	neg	1.0
向下	neg	1.0
败诉	neg	1.0
翻红	pos	1.0
系列	pos	1.0
丑闻	neg	1.0
不当	neg	1.0
案件	neg	1.0
扎波罗热	neg	1.0
编造	neg	1.0
高额	neg	1.0
规划	pos	1.0
金融	pos	1.0
科威特	neg	1.0
彰显	pos	1.0
先进	pos	1.0
项目	pos	1.0
提起	neg	1.0
疫情	neg	1.0
停电	neg	1.0
失效	neg	1.0
万人	neg	1.0
批准	pos	1.0
增量	pos	1.0
军方	neg	1.0
具有	pos	1.0
普涨	pos	1.0
撤离	neg	1.0
开出	neg	1.0
时代	pos	1.0
三人	neg	1.0
高开高	pos	1.0
共建	pos	1.0
欢迎	pos	1.0
改革	pos	1.0
机场	neg	1.0
备忘录	pos	1.0
泄露	neg	1.0
用电	pos	1.0
大众汽车	neg	1.0
韩元	neg	1.0
麻烦	neg	1.0
崩溃	neg	1.0
具身	pos	1.0
收窄	neg	1.0
令人担忧	neg	1.0
提示	neg	1.0
开放	pos	1.0
升涨	pos	1.0
暴增	pos	1.0
青海	neg	1.0
匯率	neg	1.0
他人	neg	1.0
紧急状态	neg	1.0
诈骗	neg	1.0
古巴	neg	1.0
由于	neg	1.0
斥资	pos	1.0
发力	pos	1.0
工信部	pos	1.0
出手	neg	1.0
降雨	neg	1.0
红利	pos	1.0
分红	pos	1.0
晋级	pos	1.0
黯淡	neg	1.0
三倍	pos	1.0
新一代	pos	1.0
被查	neg	1.0
泄漏	neg	1.0
严肃查处	neg	1.0
修复	pos	1.0
位列	pos	1.0
发生冲突	neg	1.0
留神	neg	1.0
一起	neg	1.0
打压	neg	1.0
框架	pos	1.0
能否	pos	1.0
闪迪涨	pos	1.0
千万	neg	1.0
失控	neg	1.0
准确	neg	1.0
增值	pos	1.0
合理	pos	1.0
上扬	pos	1.0
航天	pos	1.0
货物贸易	pos	1.0
俄称	neg	1.0
期金	neg	1.0
救援	neg	1.0
交易员	neg	1.0
中芯	pos	1.0
取消	neg	1.0
交易日	pos	1.0
及时	neg	1.0
主线	pos	1.0
国内航线	neg	1.0
困难	neg	1.0
言论	neg	1.0
击落	neg	1.0
